Formula,Smiles,EA (eV),IE (eV),Charge,Svg,Task Id,MW,Oxidation Hydrogen,Reduction Hydrogen,Oxidation Lithium,Reduction Lithium,Oxidation Magnesium,Reduction Magnesium,Point Group
H18 C13 O4,COCCOc1c2CCCCc2cc(c1O)O,-0.36,4.156,0,Multiple Molecules - Open Babel Depiction                                            O O O O H H H H H H H H H H H H H H H H H H,mol-117001,238.28,1.116,-3.4,4.156,-0.36,3.486,-1.03,C1
H10 C11 O2,c1ccc(cc1)C1=CCC=C(O)O1,0.208,4.159,0,H10 C11 O2 - Open Babel Depiction                                 O H H H H H H H H H H O   H10 C11 O2,mol-8123,174.196,1.119,-2.832,4.159,0.208,3.489,-0.462,C1
H12 C10 O1,c1(C2CC2)ccc(cc1)OC,-0.604,4.16,0,Multiple Molecules - Open Babel Depiction                                O H H H H H H H H H H H H,mol-37974,148.202,1.12,-3.644,4.16,-0.604,3.49,-1.274,C1
H10 C7 O1,CC1=CCC=C(C)O1,-1.137,4.16,0,H10 C7 O1 - Open Babel Depiction                        H H H H H H H H H H O   H10 C7 O1,mol-11907,110.154,1.12,-4.177,4.16,-1.137,3.49,-1.807,C2v
H38 C22 O6,CC(C)(C)c1cc(c(cc1C(C)(C)C)OCOCCOC)OCOCCOC,,4.161,0,Multiple Molecules - Open Babel Depiction                                                                          O O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84700,199.267,1.121,1974.558,4.161,1977.598,3.491,1976.928,C1
H8 C7 O2,C=C[C@@H]1C=COC=C1O,-0.445,4.162,0,H8 C7 O2 - Open Babel Depiction                        O H H H H H H H H O   H8 C7 O2,mol-13186,124.137,1.122,-3.485,4.162,-0.445,3.492,-1.115,C1
H20 C22 O2,c1ccc(cc1)c1c2CCCCc2c(c2ccccc2)c(c1O)O,0.047,4.162,0,Multiple Molecules - Open Babel Depiction                                                             O O H H H H H H H H H H H H H H H H H H H H,mol-117591,158.197,1.122,-2.993,4.162,0.047,3.492,-0.623,C1
H32 C19 O4,CC(C)(C)c1cc(cc(c1OC)C(C)(C)C)OCOCCOC,-0.648,4.163,0,Multiple Molecules - Open Babel Depiction                                                               O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84768,324.455,1.123,-3.688,4.163,-0.648,3.493,-1.318,C1
H8 C12 O2,c12c(Oc3c(O1)cccc3)cccc2,,4.164,0,Multiple Molecules - Open Babel Depiction                                   O O H H H H H H H H,mol-44046,92.095,1.124,,4.164,,3.494,,D2h
H28 C19 O6,C=Cc1c2CCCCc2c(c(c1O)O)OCCOCCOCCOC,0.114,4.164,0,Multiple Molecules - Open Babel Depiction                                                               O O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-83328,352.422,1.124,-2.926,4.164,0.114,3.494,-0.556,C1
H8 C7 O3,C(O)c1c(O)ccc(c1)O,-0.212,4.168,0,Multiple Molecules - Open Babel Depiction                          O O O H H H H H H H H,mol-28784,140.137,1.128,-3.252,4.168,-0.212,3.498,-0.882,C1
H26 C17 O6,COCCOCCOCCOc1c2CCCCc2cc(c1O)O,,4.168,0,Multiple Molecules - Open Babel Depiction                                                          O O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-117409,326.385,1.128,,4.168,,3.498,,C1
H6 C6 O5,COC1=C(C(=O)O)OC=CO1,0.618,4.17,0,H6 C6 O5 - Open Babel Depiction                        O H H H H H H O O O O   H6 C6 O5,mol-39257,158.109,1.13,-2.422,4.17,0.618,3.5,-0.052,Cs
H14 C12 O2,C=Cc1c2CCCCc2cc(c1O)O,0.17,4.171,0,Multiple Molecules - Open Babel Depiction                                      O O H H H H H H H H H H H H H H,mol-116443,95.119,1.131,-2.87,4.171,0.17,3.501,-0.5,C1
H28 C18 O2,CC(C)(C)C1(CCCc2cc(c(cc12)O)O)C(C)(C)C,-0.359,4.171,0,Multiple Molecules - Open Babel Depiction                                                         O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-118107,138.207,1.131,-3.399,4.171,-0.359,3.501,-1.029,C1
H24 C16 O5,Cc1c2CCCCc2c(c(c1O)O)OCCOCCOC,-0.457,4.173,0,Multiple Molecules - Open Babel Depiction                                                      O O O O O H H H H H H H H H H H H H H H H H H H H H H H H,mol-116990,296.359,1.133,-3.497,4.173,-0.457,3.503,-1.127,C1
H12 C12 O2,COC1=C[C@@H](C=CO1)c1ccccc1,-0.371,4.175,0,H12 C12 O2 - Open Babel Depiction                                    O H H H H H H H H H H H H O   H12 C12 O2,mol-12922,188.222,1.135,-3.411,4.175,-0.371,3.505,-1.041,C1
H18 C18 O2,C=Cc1c2CCCCc2c(c2ccccc2)c(c1O)O,0.35,4.176,0,Multiple Molecules - Open Babel Depiction                                                    O O H H H H H H H H H H H H H H H H H H,mol-116949,133.167,1.136,-2.69,4.176,0.35,3.506,-0.32,C1
H46 C26 O6,CC(C)(C)c1ccc(c(c1C(C)(C)C)OCCOCCCOC)OCCOCCCOC,,4.179,0,Multiple Molecules - Open Babel Depiction                                                                                      O O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-184154,227.32,1.139,,4.179,,3.509,,C1
H20 C14 O4,Cc1c2CCCCc2c(c(c1O)O)OCCOC,-0.472,4.179,0,Multiple Molecules - Open Babel Depiction                                               O O O O H H H H H H H H H H H H H H H H H H H H,mol-116831,126.153,1.139,-3.512,4.179,-0.472,3.509,-1.142,C1
H22 C15 O4,CCc1c2CCCCc2c(c(c1O)O)OCCOC,-0.465,4.179,0,Multiple Molecules - Open Babel Depiction                                                  O O O O H H H H H H H H H H H H H H H H H H H H H H,mol-117117,266.333,1.139,-3.505,4.179,-0.465,3.509,-1.135,C1
H14 C17 O1,c12c(OCc3ccccc3)cccc1cccc2,0.167,4.18,0,Multiple Molecules - Open Babel Depiction                                               O H H H H H H H H H H H H H H,mol-42286,234.292,1.14,-2.873,4.18,0.167,3.51,-0.503,Cs
H10 C11 O1,c12c(cccc1OC)cccc2,0.201,4.18,0,Multiple Molecules - Open Babel Depiction                                 O H H H H H H H H H H,mol-38839,158.197,1.14,-2.839,4.18,0.201,3.51,-0.469,Cs
H4 C6 O2,C#CC1=COC=CO1,0.454,4.181,0,H4 C6 O2 - Open Babel Depiction                    O O H H H H   H4 C6 O2,mol-39232,108.095,1.141,-2.586,4.181,0.454,3.511,-0.216,Cs
H6 C5 O3,C1C=C(O)OC(=C1)O,-0.695,4.182,0,H6 C5 O3 - Open Babel Depiction                    O O O H H H H H H   H6 C5 O3,mol-8545,114.099,1.142,-3.735,4.182,-0.695,3.512,-1.365,C2v
H14 C12 O3,C=Cc1c2CCCCc2c(c(c1O)O)O,0.182,4.183,0,Multiple Molecules - Open Babel Depiction                                       O O O H H H H H H H H H H H H H H,mol-116616,206.238,1.143,-2.858,4.183,0.182,3.513,-0.488,C1
H8 C8 O2,C#CC1=COC(=CC1)OC,0.338,4.184,0,H8 C8 O2 - Open Babel Depiction                          O H H H H H H H H O   H8 C8 O2,mol-7719,136.148,1.144,-2.702,4.184,0.338,3.514,-0.332,C1
H16 C14 O2,C=Cc1c2CCCCc2c(C=C)c(c1O)O,0.584,4.186,0,Multiple Molecules - Open Babel Depiction                                           O O H H H H H H H H H H H H H H H H,mol-116836,108.138,1.146,-2.456,4.186,0.584,3.516,-0.086,C1
H16 C13 O3,C=Cc1c2CCCCc2c(c(c1O)O)OC,0.11,4.186,0,Multiple Molecules - Open Babel Depiction                                          O O O H H H H H H H H H H H H H H H H,mol-116555,220.264,1.146,-2.93,4.186,0.11,3.516,-0.56,C1
H20 C22 O2,c1ccc(cc1)C1(CCc2cc(c(cc2C1)O)O)c1ccccc1,-0.457,4.187,0,Multiple Molecules - Open Babel Depiction                                                             O O H H H H H H H H H H H H H H H H H H H H,mol-118297,158.197,1.147,-3.497,4.187,-0.457,3.517,-1.127,C1
H12 C13 O1,C=CC1=CCC=C(c2ccccc2)O1,0.245,4.187,0,H12 C13 O1 - Open Babel Depiction                                     O H H H H H H H H H H H H   H12 C13 O1,mol-8104,184.234,1.147,-2.795,4.187,0.245,3.517,-0.425,C1
H36 C21 O5,CC(C)(C)c1cc(cc(c1OCCOC)C(C)(C)C)OCOCCOC,-0.551,4.187,0,Multiple Molecules - Open Babel Depiction                                                                      O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84616,368.508,1.147,-3.591,4.187,-0.551,3.517,-1.221,C1
H8 C7 O4,COC1=COC(=CC1)C(=O)O,0.794,4.19,0,H8 C7 O4 - Open Babel Depiction                          O H H H H H H H H O O O   H8 C7 O4,mol-13287,156.136,1.15,-2.246,4.19,0.794,3.52,0.124,C1
H28 C17 O3,CC(C)(C)c1ccc(c(c1OC)OCOC)C(C)(C)C,-0.698,4.19,0,Multiple Molecules - Open Babel Depiction                                                        O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-120810,280.402,1.15,-3.738,4.19,-0.698,3.52,-1.368,C1
H8 C6 O2,CO[C@@H]1C=CC=C1O,0.013,4.191,0,H8 C6 O2 - Open Babel Depiction                           O O H H H H H H H H   H8 C6 O2,mol-27431,112.127,1.151,-3.027,4.191,0.013,3.521,-0.657,C1
H10 C7 O2,CO[C@@H]1C=CC=C1OC,0.465,4.191,0,H10 C7 O2 - Open Babel Depiction                              H H H H H H H H H H O O   H10 C7 O2,mol-25678,126.153,1.151,-2.575,4.191,0.465,3.521,-0.205,C1
H16 C12 O4,COC1(CCc2cc(c(cc2C1)O)O)OC,-0.497,4.192,0,Multiple Molecules - Open Babel Depiction                                         O O O O H H H H H H H H H H H H H H H H,mol-117345,56.063,1.152,-3.537,4.192,-0.497,3.522,-1.167,C1
H8 C8 O2,C#C[C@@H]1C=COC=C1OC,-0.059,4.194,0,H8 C8 O2 - Open Babel Depiction                               O H H H H H H H H O   H8 C8 O2,mol-7642,136.148,1.154,-3.099,4.194,-0.059,3.524,-0.729,C1
H32 C19 O4,CC(C)(C)c1cc(cc(c1OCOCCOC)C(C)(C)C)OC,,4.195,0,Multiple Molecules - Open Babel Depiction                                                               O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84853,324.455,1.155,2308.446,4.195,2311.486,3.525,2310.816,C1
H8 C7 O1,C=CC1=CC=C[C@@H]1O,0.856,4.195,0,Multiple Molecules - Open Babel Depiction                        O H H H H H H H H,mol-89495,108.138,1.155,-2.184,4.195,0.856,3.525,0.186,C1
H12 C10 O3,C1CCc2c(C1)cc(c(c2O)O)O,-0.382,4.196,0,Multiple Molecules - Open Babel Depiction                                  O O O H H H H H H H H H H H H,mol-116591,180.2,1.156,-3.422,4.196,-0.382,3.526,-1.052,C1
H12 C6 O2,C(=C)(OCC)OCC,-0.993,4.197,0,Multiple Molecules - Open Babel Depiction                         O O H H H H H H H H H H H H,mol-42869,58.079,1.157,-4.033,4.197,-0.993,3.527,-1.663,C1
H10 C11 O1,c1ccc(cc1)C1=CCC=CO1,0.225,4.198,0,H10 C11 O1 - Open Babel Depiction                                O H H H H H H H H H H   H10 C11 O1,mol-8866,158.197,1.158,-2.815,4.198,0.225,3.528,-0.445,C1
H16 C14 O2,C=CC1(C=C)CCc2cc(c(cc2C1)O)O,-0.418,4.2,0,Multiple Molecules - Open Babel Depiction                                           O O H H H H H H H H H H H H H H H H,mol-116800,108.138,1.16,-3.458,4.2,-0.418,3.53,-1.088,C1
H12 C12 O1,O(C)c1c2c(ccc1C)cccc2,0.292,4.201,0,Multiple Molecules - Open Babel Depiction                                    O H H H H H H H H H H H H,mol-32565,172.223,1.161,-2.748,4.201,0.292,3.531,-0.378,C1
H12 C13 O1,C=C[C@@H]1C=COC=C1c1ccccc1,0.178,4.201,0,H12 C13 O1 - Open Babel Depiction                                          O H H H H H H H H H H H H   H12 C13 O1,mol-8086,184.234,1.161,-2.862,4.201,0.178,3.531,-0.492,C1
H14 C13 O1,CC[C@@H]1C=COC(=C1)c1ccccc1,0.206,4.201,0,H14 C13 O1 - Open Babel Depiction                                      H H H H H H H H H H H H H H O   H14 C13 O1,mol-8276,186.25,1.161,-2.834,4.201,0.206,3.531,-0.464,C1
H30 C18 O4,CC(C)(C)c1cc(cc(c1OCOC)C(C)(C)C)OCOC,-0.505,4.202,0,Multiple Molecules - Open Babel Depiction                                                            O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84609,155.214,1.162,-3.545,4.202,-0.505,3.532,-1.175,C1
H8 C7 O2,C=CC1=COC(=CC1)O,0.004,4.203,0,H8 C7 O2 - Open Babel Depiction                        O H H H H H H H H O   H8 C7 O2,mol-13189,124.137,1.163,-3.036,4.203,0.004,3.533,-0.666,Cs
H18 C18 O4,O(C)c1c2c(c(cc1/C=C/C=C(C)C)OC)C(=O)C=CC2=O,2.373,4.204,0,Multiple Molecules - Open Babel Depiction                                                      O O O O H H H H H H H H H H H H H H H H H H,mol-33737,149.167,1.164,-0.667,4.204,2.373,3.534,1.703,C1
H34 C20 O4,CC(C)(C)c1ccc(c(c1OCCOC)OCCOC)C(C)(C)C,,4.204,0,Multiple Molecules - Open Babel Depiction                                                                  O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84894,169.241,1.164,1045.889,4.204,1048.929,3.534,1048.259,C1
H34 C20 O5,CC(C)(C)c1ccc(c(c1C(C)(C)C)OCOC)OCOCCOC,-0.1,4.204,0,Multiple Molecules - Open Babel Depiction                                                                   O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84583,354.481,1.164,-3.14,4.204,-0.1,3.534,-0.77,C1
H22 C15 O5,COCCOCCOc1c2CCCCc2cc(c1O)O,-0.484,4.206,0,Multiple Molecules - Open Babel Depiction                                                   O O O O O H H H H H H H H H H H H H H H H H H H H H H,mol-116862,282.332,1.166,-3.524,4.206,-0.484,3.536,-1.154,C1
H34 C20 O5,CC(C)(C)c1cc(cc(c1OCOCCOC)C(C)(C)C)OCOC,,4.206,0,Multiple Molecules - Open Babel Depiction                                                                   O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84611,354.481,1.166,3315.669,4.206,3318.709,3.536,3318.039,C1
H30 C18 O4,CC(C)(C)c1ccc(c(c1C(C)(C)C)OCOC)OCOC,-0.126,4.211,0,Multiple Molecules - Open Babel Depiction                                                            O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84556,155.214,1.171,-3.166,4.211,-0.126,3.541,-0.796,C1
H20 C15 O4,CC(C)(C)c1c2CCCCc2c(c(c1O)O)C(=O)O,0.725,4.213,0,Multiple Molecules - Open Babel Depiction                                                 O O O O H H H H H H H H H H H H H H H H H H H H,mol-118593,264.317,1.173,-2.315,4.213,0.725,3.543,0.055,C1
H18 C17 O3,COc1c2CCCCc2c(c2ccccc2)c(c1O)O,-0.246,4.214,0,Multiple Molecules - Open Babel Depiction                                                   O O O H H H H H H H H H H H H H H H H H H,mol-116991,270.323,1.174,-3.286,4.214,-0.246,3.544,-0.916,C1
H10 C11 O1,O(C)c1cc2c(cc1)cccc2,0.315,4.215,0,Multiple Molecules - Open Babel Depiction                                 O H H H H H H H H H H,mol-20035,158.197,1.175,-2.725,4.215,0.315,3.545,-0.355,Cs
H30 C18 O4,CC(C)(C)c1ccc(c(c1OCOC)OCOC)C(C)(C)C,-0.556,4.215,0,Multiple Molecules - Open Babel Depiction                                                            O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84889,155.214,1.175,-3.596,4.215,-0.556,3.545,-1.226,C1
H4 C4 O6,C(=C\O)\O.C(=O)=O.C(=O)=O,1.213,4.216,0,Multiple Molecules - Open Babel Depiction                     O O O O O O H H H H,mol-32428,74.035,1.176,-1.827,4.216,1.213,3.546,0.543,C1
H6 C5 O2,C1C=COC(=C1)O,-0.544,4.216,0,H6 C5 O2 - Open Babel Depiction                   O O H H H H H H   H6 C5 O2,mol-8520,98.1,1.176,-3.584,4.216,-0.544,3.546,-1.214,Cs
H10 C11 O2,c1ccc(cc1)[C@@H]1C=COC=C1O,-0.266,4.219,0,H10 C11 O2 - Open Babel Depiction                                      O H H H H H H H H H H O   H10 C11 O2,mol-7743,174.196,1.179,-3.306,4.219,-0.266,3.549,-0.936,C1
H16 C13 O3,Cc1c2CCCCc2c(C(=O)C)c(c1O)O,0.977,4.223,0,Multiple Molecules - Open Babel Depiction                                          O O O H H H H H H H H H H H H H H H H,mol-116480,220.264,1.183,-2.063,4.223,0.977,3.553,0.307,C1
H10 C14 O1,[C](c1ccccc1)(c1ccccc1)[C][O],1.3,4.226,0,Multiple Molecules - Open Babel Depiction                                      .  ..  . O H H H H H H H H H H,mol-42518,194.229,1.186,-1.74,4.226,1.3,3.556,0.63,C2
H6 C6 O5,COC1=COC(=CO1)C(=O)O,0.866,4.226,0,H6 C6 O5 - Open Babel Depiction                        O H H H H H H O O O O   H6 C6 O5,mol-39285,158.109,1.186,-2.174,4.226,0.866,3.556,0.196,C1
H18 C12 O2,c1(c(c(c(c(c1C)C)OC)C)C)OC,-0.914,4.227,0,Multiple Molecules - Open Babel Depiction                                        O O H H H H H H H H H H H H H H H H H H,mol-42583,97.135,1.187,-3.954,4.227,-0.914,3.557,-1.584,C2h
H8 C8 O1,C#C[C@@H]1C=CC=C1OC,-0.241,4.227,0,H8 C8 O1 - Open Babel Depiction                         O H H H H H H H H   H8 C8 O1,mol-26014,120.149,1.187,-3.281,4.227,-0.241,3.557,-0.911,C1
H10 C7 O1,CCC1=COC=CC1,-0.756,4.228,0,H10 C7 O1 - Open Babel Depiction                        H H H H H H H H H H O   H10 C7 O1,mol-11894,110.154,1.188,-3.796,4.228,-0.756,3.558,-1.426,C1
H6 C5 O2,C1=C[C@H](C(=C1)O)O,0.169,4.229,0,H6 C5 O2 - Open Babel Depiction                   O O H H H H H H   H6 C5 O2,mol-26434,98.1,1.189,-2.871,4.229,0.169,3.559,-0.501,C1
H32 C20 O8,COCCOCCOC1(CCc2cc(c(cc2C1)O)O)OCCOCCOC,,4.229,0,Multiple Molecules - Open Babel Depiction                                                                     O O O O O O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-83964,100.116,1.189,,4.229,,3.559,,C1
H12 C10 O1,c1(C(=C)C)ccc(cc1)OC,0.097,4.231,0,Multiple Molecules - Open Babel Depiction                                O H H H H H H H H H H H H,mol-38076,148.202,1.191,-2.943,4.231,0.097,3.561,-0.573,C1
H10 C7 O1,CC1=CCC=C1OC,,4.231,0,H10 C7 O1 - Open Babel Depiction                        H H H H H H H H H H O   H10 C7 O1,mol-26665,110.154,1.191,-257.704,4.231,-254.664,3.561,-255.334,Cs
H10 C13 O1,C#CC1=C(c2ccccc2)OC=CC1,0.732,4.231,0,H10 C13 O1 - Open Babel Depiction                                    H H H H H H H H H H O   H10 C13 O1,mol-7769,182.218,1.191,-2.308,4.231,0.732,3.561,0.062,C1
H12 C12 O1,C[C@@H]1C=COC(=C1)c1ccccc1,0.234,4.231,0,H12 C12 O1 - Open Babel Depiction                                        O H H H H H H H H H H H H   H12 C12 O1,mol-12433,172.223,1.191,-2.806,4.231,0.234,3.561,-0.436,C1
H22 C16 O3,CC(=O)c1c2CCCCc2c(c(c1O)O)C(C)(C)C,0.647,4.236,0,Multiple Molecules - Open Babel Depiction                                                   O O O H H H H H H H H H H H H H H H H H H H H H H,mol-117744,262.344,1.196,-2.393,4.236,0.647,3.566,-0.023,C1
H10 C7 O3,CO[C@@H]1C=COC=C1OC,-0.818,4.237,0,H10 C7 O3 - Open Babel Depiction                               H H H H H H H H H H O O O   H10 C7 O3,mol-12051,142.153,1.197,-3.858,4.237,-0.818,3.567,-1.488,C1
H6 C5 O2,C1C=C(C(=C1)O)O,-0.942,4.237,0,H6 C5 O2 - Open Babel Depiction                   O O H H H H H H   H6 C5 O2,mol-26213,98.1,1.197,-3.982,4.237,-0.942,3.567,-1.612,C2v
H30 C18 O3,CC(C)(C)c1ccc(c(c1OC)C(C)(C)C)OCCOC,,4.239,0,Multiple Molecules - Open Babel Depiction                                                           O O O H H H H H H H H H H H H H H H H H H H H H H H H H H H H H H,mol-84610,98.143,1.199,4723.672,4.239,4726.712,3.569,4726.042,C1
H8 C6 O1,CC1=COC=CC1,-1.053,4.239,0,H8 C6 O1 - Open Babel Depiction                     O H H H H H H H H   H8 C6 O1,mol-9808,96.127,1.199,-4.093,4.239,-1.053,3.569,-1.723,Cs
H16 C16 O3,c1ccc(cc1)c1c2CCCCc2c(c(c1O)O)O,-0.117,4.239,0,Multiple Molecules - Open Babel Depiction                                                O O O H H H H H H H H H H H H H H H H,mol-117228,256.296,1.199,-3.157,4.239,-0.117,3.569,-0.787,C1
H22 C19 O4,COCCOc1c2CCCCc2c(c2ccccc2)c(c1O)O,-0.215,4.241,0,Multiple Molecules - Open Babel Depiction                                                          O O O O H H H H H H H H H H H H H H H H H H H H H H,mol-117356,314.376,1.201,-3.255,4.241,-0.215,3.571,-0.885,C1
H8 C10 O1,Oc1c2c(ccc1)cccc2,0.317,4.242,0,Multiple Molecules - Open Babel Depiction                              O H H H H H H H H,mol-19976,144.17,1.202,-2.723,4.242,0.317,3.572,-0.353,Cs
H8 C6 O2,COC1=CCC=C1O,-1.061,4.244,0,H8 C6 O2 - Open Babel Depiction                      O O H H H H H H H H   H8 C6 O2,mol-26603,112.127,1.204,-4.101,4.244,-1.061,3.574,-1.731,Cs
H10 C12 O2,c1ccc(cc1)C1=CC=C[C@@H]1C(=O)O,0.767,4.246,0,Multiple Molecules - Open Babel Depiction                                         O O H H H H H H H H H H,mol-101802,93.103,1.206,-2.273,4.246,0.767,3.576,0.097,C1
H20 C16 O2,C#Cc1c2CCCCc2c(c(c1O)O)C(C)(C)C,0.25,4.247,0,Multiple Molecules - Open Babel Depiction                                                 O O H H H H H H H H H H H H H H H H H H H H,mol-116914,122.164,1.207,-2.79,4.247,0.25,3.577,-0.42,C1
H8 C7 O4,COC1=COC=C(C1)C(=O)O,0.746,4.247,0,H8 C7 O4 - Open Babel Depiction                          O H H H H H H H H O O O   H8 C7 O4,mol-13292,156.136,1.207,-2.294,4.247,0.746,3.577,0.076,C1
H10 C9 O1,C=CC1=CCC=C(C=C)O1,0.146,4.248,0,H10 C9 O1 - Open Babel Depiction                            H H H H H H H H H H O   H10 C9 O1,mol-8020,134.175,1.208,-2.894,4.248,0.146,3.578,-0.524,C2v
